DATA SET,DATE,PLAYER FULL NAME,POSITION,OWN TEAM,OPP TEAM,VENUE (R/H),MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS
2014-2015 Regular Season,2/4/2015,Derrick Rose,PG,Chicago,Houston,R,38.1,9,22,2,9,3,4,0,4,4,2,1,0,3,0,23
2014-2015 Regular Season,2/4/2015,Taj Gibson,PF,Chicago,Houston,R,29.8,4,9,0,0,4,6,3,7,10,1,4,1,1,1,12
2014-2015 Regular Season,2/4/2015,Nikola Mirotic,PF,Chicago,Houston,R,12.3,1,8,1,2,0,0,1,2,3,1,0,0,0,0,3
2014-2015 Regular Season,2/4/2015,Aaron Brooks,PG,Chicago,Houston,R,14.5,2,7,1,3,0,0,0,2,2,1,1,0,2,0,5
2014-2015 Regular Season,2/4/2015,E'Twaun Moore,SG,Chicago,Houston,R,7.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015 Regular Season,2/4/2015,Trevor Ariza,SF,Houston,Chicago,H,33.8,7,10,3,5,3,3,0,5,5,1,4,2,1,0,20
2014-2015 Regular Season,2/4/2015,Donatas Motiejunas,PF,Houston,Chicago,H,31.1,7,15,0,3,1,2,3,7,10,1,2,0,1,0,15
2014-2015 Regular Season,2/4/2015,Joey Dorsey,PF,Houston,Chicago,H,19.7,2,6,0,0,0,0,3,6,9,0,3,0,0,1,4
2014-2015 Regular Season,2/4/2015,James Harden,SG,Houston,Chicago,H,36.3,9,20,3,5,6,6,1,2,3,4,2,1,2,2,27
2014-2015 Regular Season,2/4/2015,Patrick Beverley,PG,Houston,Chicago,H,29.4,4,10,0,2,0,0,1,4,5,3,1,0,1,1,8
2014-2015 Regular Season,2/4/2015,Josh Smith,PF,Houston,Chicago,H,29.7,3,11,1,4,2,5,2,11,13,4,4,2,0,2,9
2014-2015 Regular Season,2/4/2015,Corey Brewer,SF,Houston,Chicago,H,26.9,2,11,0,5,5,5,1,0,1,2,3,0,1,0,9
2014-2015 Regular Season,2/4/2015,Jason Terry,SG,Houston,Chicago,H,18.6,2,4,1,3,0,0,0,1,1,2,0,0,0,0,5
2014-2015 Regular Season,2/4/2015,Terrence Jones,PF,Houston,Chicago,H,14.5,2,5,0,0,0,2,0,0,0,1,0,1,0,2,4
2014-2015 Regular Season,2/4/2015,Ryan Kelly,PF,LA Lakers,Milwaukee,R,17.2,0,3,0,2,0,0,0,2,2,1,2,1,1,0,0
2014-2015 Regular Season,2/4/2015,Tarik Black,PF,LA Lakers,Milwaukee,R,15.7,2,2,0,0,1,4,0,4,4,1,3,0,2,0,5
2014-2015 Regular Season,2/4/2015,Robert Sacre,C,LA Lakers,Milwaukee,R,19.7,5,7,0,0,0,0,2,2,4,1,2,0,0,0,10
2014-2015 Regular Season,2/4/2015,Wayne Ellington,SG,LA Lakers,Milwaukee,R,37.6,7,17,5,12,0,0,1,1,2,2,3,0,0,0,19
2014-2015 Regular Season,2/4/2015,Jordan Clarkson,PG,LA Lakers,Milwaukee,R,22.8,0,4,0,1,2,2,0,2,2,3,2,0,3,0,2
2014-2015 Regular Season,2/4/2015,Jeremy Lin,PG,LA Lakers,Milwaukee,R,30.3,2,12,1,3,6,6,0,3,3,6,6,1,1,1,11
2014-2015 Regular Season,2/4/2015,Ed Davis,PF,LA Lakers,Milwaukee,R,33.3,2,8,0,0,3,4,9,11,20,3,3,0,2,1,7
2014-2015 Regular Season,2/4/2015,Carlos Boozer,PF,LA Lakers,Milwaukee,R,37.3,13,21,0,0,2,2,1,8,9,4,1,0,4,0,28
2014-2015 Regular Season,2/4/2015,Wesley Johnson,SF,LA Lakers,Milwaukee,R,17.6,3,7,1,2,0,0,3,1,4,1,2,1,1,0,7
2014-2015 Regular Season,2/4/2015,Nick Young,SG,LA Lakers,Milwaukee,R,33.7,5,12,2,8,4,7,2,1,3,0,1,0,2,0,16
2014-2015 Regular Season,2/4/2015,Giannis Antetokounmpo,SG,Milwaukee,LA Lakers,H,42.3,10,14,0,0,5,5,0,6,6,1,5,1,3,2,25
2014-2015 Regular Season,2/4/2015,Jared Dudley,SG,Milwaukee,LA Lakers,H,33.9,4,8,1,3,0,0,0,0,0,2,2,0,1,0,9
2014-2015 Regular Season,2/4/2015,John Henson,C,Milwaukee,LA Lakers,H,37.7,4,8,0,0,1,2,2,5,7,2,2,1,1,4,9
2014-2015 Regular Season,2/4/2015,Khris Middleton,PF,Milwaukee,LA Lakers,H,45.1,7,13,1,5,6,7,2,5,7,7,1,3,0,0,21
2014-2015 Regular Season,2/4/2015,Brandon Knight,PG,Milwaukee,LA Lakers,H,36.4,7,17,4,7,6,6,1,6,7,8,2,1,2,0,24
2014-2015 Regular Season,2/4/2015,O.J. Mayo,SG,Milwaukee,LA Lakers,H,33.1,8,15,5,8,0,0,0,2,2,3,4,2,2,1,21
2014-2015 Regular Season,2/4/2015,Johnny O'Bryant,PF,Milwaukee,LA Lakers,H,14.5,0,2,0,0,0,0,0,3,3,0,4,2,2,0,0
2014-2015 Regular Season,2/4/2015,Jerryd Bayless,PG,Milwaukee,LA Lakers,H,22,1,5,0,3,2,2,0,3,3,2,2,0,0,0,4
2014-2015 Regular Season,2/4/2015,Luol Deng,SF,Miami,Minnesota,R,34.4,6,10,1,2,5,7,2,2,4,1,0,2,2,0,18
2014-2015 Regular Season,2/4/2015,Chris Bosh,C,Miami,Minnesota,R,33.9,5,14,0,2,4,5,0,5,5,1,2,0,3,0,14
2014-2015 Regular Season,2/4/2015,Hassan Whiteside,C,Miami,Minnesota,R,35.5,12,13,0,0,0,0,9,11,20,0,3,3,4,2,24
2014-2015 Regular Season,2/4/2015,Mario Chalmers,PG,Miami,Minnesota,R,31.4,5,11,0,0,2,2,0,3,3,5,4,1,3,0,12
2014-2015 Regular Season,2/4/2015,Shabazz Napier,PG,Miami,Minnesota,R,24.6,2,8,2,5,0,0,0,3,3,7,3,1,2,0,6
2014-2015 Regular Season,2/4/2015,Danny Granger,SF,Miami,Minnesota,R,21.4,2,6,1,2,1,2,1,2,3,0,4,0,1,0,6
2014-2015 Regular Season,2/4/2015,Norris Cole,PG,Miami,Minnesota,R,25.8,5,11,2,3,3,6,0,3,3,3,2,2,2,0,15
2014-2015 Regular Season,2/4/2015,Tyler Johnson,SG,Miami,Minnesota,R,14.2,1,3,1,1,0,0,0,0,0,0,1,1,0,0,3
2014-2015 Regular Season,2/4/2015,Chris Andersen,C,Miami,Minnesota,R,12.5,1,2,0,0,1,2,2,3,5,0,3,1,0,1,3
2014-2015 Regular Season,2/4/2015,James Ennis,SF,Miami,Minnesota,R,6.3,0,2,0,1,0,0,1,0,1,1,1,0,1,0,0
2014-2015 Regular Season,2/4/2015,Andrew Wiggins,SG,Minnesota,Miami,H,36.9,2,8,0,0,2,2,1,4,5,1,4,0,0,1,6
2014-2015 Regular Season,2/4/2015,Thaddeus Young,PF,Minnesota,Miami,H,40.5,7,12,0,0,2,2,0,3,3,3,5,5,2,0,16
2014-2015 Regular Season,2/4/2015,Nikola Pekovic,C,Minnesota,Miami,H,20.7,5,7,0,0,3,4,0,4,4,0,0,0,1,0,13
2014-2015 Regular Season,2/4/2015,Kevin Martin,SG,Minnesota,Miami,H,40,11,23,4,8,4,5,0,3,3,3,3,2,2,0,30
2014-2015 Regular Season,2/4/2015,Ricky Rubio,PG,Minnesota,Miami,H,23.5,1,3,0,0,6,8,0,3,3,9,3,2,4,0,8
2014-2015 Regular Season,2/4/2015,Mo Williams,PG,Minnesota,Miami,H,24.5,4,6,2,2,0,1,0,2,2,10,3,1,4,0,10
2014-2015 Regular Season,2/4/2015,Gorgui Dieng,C,Minnesota,Miami,H,27.3,4,5,0,0,5,5,2,7,9,1,2,0,1,1,13
2014-2015 Regular Season,2/4/2015,Anthony Bennett,PF,Minnesota,Miami,H,16.8,3,6,0,1,0,0,0,3,3,0,1,0,0,1,6
2014-2015 Regular Season,2/4/2015,Zach LaVine,PG,Minnesota,Miami,H,8,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-2015 Regular Season,2/4/2015,Chase Budinger,SF,Minnesota,Miami,H,1.9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2014-2015 Regular Season,2/4/2015,Dion Waiters,SG,Oklahoma City,New Orleans,R,33.1,6,14,0,2,0,2,0,6,6,2,4,2,4,1,12
2014-2015 Regular Season,2/4/2015,Serge Ibaka,PF,Oklahoma City,New Orleans,R,41.6,6,9,1,2,0,0,2,4,6,1,3,0,0,7,13
2014-2015 Regular Season,2/4/2015,Steven Adams,C,Oklahoma City,New Orleans,R,25.1,4,7,0,0,0,0,5,5,10,4,4,0,2,0,8
2014-2015 Regular Season,2/4/2015,Andre Roberson,SG,Oklahoma City,New Orleans,R,11.7,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0
2014-2015 Regular Season,2/4/2015,Russell Westbrook,PG,Oklahoma City,New Orleans,R,40.5,18,31,2,6,7,9,0,6,6,6,2,1,6,1,45
2014-2015 Regular Season,2/4/2015,Anthony Morrow,SG,Oklahoma City,New Orleans,R,33.7,6,11,2,4,0,0,1,3,4,1,1,0,0,0,14
2014-2015 Regular Season,2/4/2015,Kendrick Perkins,C,Oklahoma City,New Orleans,R,22.9,3,6,0,0,0,0,2,4,6,3,4,0,1,2,6
2014-2015 Regular Season,2/4/2015,Reggie Jackson,PG,Oklahoma City,New Orleans,R,22.6,2,7,0,1,0,0,0,6,6,2,0,0,1,0,4
2014-2015 Regular Season,2/4/2015,Nick Collison,PF,Oklahoma City,New Orleans,R,6.2,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0
2014-2015 Regular Season,2/4/2015,Ish Smith,PG,Oklahoma City,New Orleans,R,2.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-2015 Regular Season,2/4/2015,Dante Cunningham,PF,New Orleans,Oklahoma City,H,30.2,3,5,0,0,0,0,2,3,5,1,1,1,0,0,6
2014-2015 Regular Season,2/4/2015,Anthony Davis,PF,New Orleans,Oklahoma City,H,39.3,9,21,0,0,5,6,0,8,8,2,0,1,0,1,23
2014-2015 Regular Season,2/4/2015,Omer Asik,C,New Orleans,Oklahoma City,H,20.6,1,3,0,0,3,5,4,3,7,0,1,0,2,1,5
2014-2015 Regular Season,2/4/2015,Eric Gordon,SG,New Orleans,Oklahoma City,H,36.5,3,12,1,5,0,0,1,2,3,7,5,1,2,0,7
2014-2015 Regular Season,2/4/2015,Tyreke Evans,SF,New Orleans,Oklahoma City,H,35.7,5,20,1,5,0,0,1,6,7,7,3,2,1,0,11
2014-2015 Regular Season,2/4/2015,Quincy Pondexter,SG,New Orleans,Oklahoma City,H,27.6,4,8,2,5,0,0,5,2,7,2,1,0,2,0,10
2014-2015 Regular Season,2/4/2015,Jimmer Fredette,PG,New Orleans,Oklahoma City,H,12.6,2,6,0,2,0,0,0,2,2,3,0,0,0,0,4
2014-2015 Regular Season,2/4/2015,Ryan Anderson,PF,New Orleans,Oklahoma City,H,28.9,7,17,3,8,2,2,5,1,6,1,2,2,2,0,19
2014-2015 Regular Season,2/4/2015,Alexis Ajinca,C,New Orleans,Oklahoma City,H,8.8,3,4,0,0,0,0,1,2,3,0,1,0,1,1,6
2014-2015 Regular Season,2/4/2015,Tobias Harris,SF,Orlando,San Antonio,R,38.3,9,13,3,4,2,3,0,10,10,6,2,0,0,0,23
2014-2015 Regular Season,2/4/2015,Evan Fournier,SG,Orlando,San Antonio,R,31.8,4,9,2,4,0,0,0,2,2,6,3,2,1,0,10
2014-2015 Regular Season,2/4/2015,Nikola Vucevic,C,Orlando,San Antonio,R,34.5,11,17,0,0,3,3,3,10,13,1,5,0,1,1,25
2014-2015 Regular Season,2/4/2015,Victor Oladipo,PG,Orlando,San Antonio,R,41.6,5,21,2,5,2,2,2,4,6,2,1,2,5,0,14
2014-2015 Regular Season,2/4/2015,Elfrid Payton,PG,Orlando,San Antonio,R,39.6,6,8,0,0,2,6,0,6,6,9,3,1,1,0,14
2014-2015 Regular Season,2/4/2015,Ben Gordon,SG,Orlando,San Antonio,R,9,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0
2014-2015 Regular Season,2/4/2015,Willie Green,SG,Orlando,San Antonio,R,20.1,3,7,2,5,0,0,0,0,0,1,1,0,2,0,8
2014-2015 Regular Season,2/4/2015,Channing Frye,PF,Orlando,San Antonio,R,7.7,1,2,1,2,0,0,0,2,2,1,0,0,2,0,3
2014-2015 Regular Season,2/4/2015,Maurice Harkless,SF,Orlando,San Antonio,R,11.7,2,2,0,0,0,0,0,0,0,1,0,0,0,0,4
2014-2015 Regular Season,2/4/2015,Kyle O'Quinn,PF,Orlando,San Antonio,R,5.9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2
2014-2015 Regular Season,2/4/2015,Kawhi Leonard,SF,San Antonio,Orlando,H,37.5,7,9,0,0,4,4,0,5,5,5,0,4,3,1,18
2014-2015 Regular Season,2/4/2015,Tim Duncan,PF,San Antonio,Orlando,H,33.6,11,17,0,0,4,8,1,9,10,1,3,1,1,1,26
2014-2015 Regular Season,2/4/2015,Boris Diaw,PF,San Antonio,Orlando,H,19.4,2,3,0,1,0,0,1,1,2,3,2,0,0,1,4
2014-2015 Regular Season,2/4/2015,Danny Green,SG,San Antonio,Orlando,H,25.6,2,9,2,9,0,0,1,4,5,3,1,1,1,1,6
2014-2015 Regular Season,2/4/2015,Tony Parker,PG,San Antonio,Orlando,H,29.8,6,15,3,5,0,0,0,0,0,3,1,0,2,0,15
2014-2015 Regular Season,2/4/2015,Manu Ginobili,SG,San Antonio,Orlando,H,28.9,5,9,3,5,0,2,0,6,6,10,2,0,1,0,13
2014-2015 Regular Season,2/4/2015,Marco Belinelli,SG,San Antonio,Orlando,H,17.1,4,6,3,4,0,0,0,1,1,1,0,0,1,0,11
2014-2015 Regular Season,2/4/2015,Patty Mills,PG,San Antonio,Orlando,H,18.2,3,8,3,8,0,0,0,1,1,3,0,1,1,0,9
2014-2015 Regular Season,2/4/2015,Aron Baynes,C,San Antonio,Orlando,H,14.5,2,3,0,0,0,0,3,6,9,0,3,0,1,0,4
2014-2015 Regular Season,2/4/2015,Cory Joseph,PG,San Antonio,Orlando,H,15.6,2,5,0,0,0,0,0,2,2,3,0,0,0,0,4
2014-2015 Regular Season,2/4/2015,Jeff Green,SF,Memphis,Utah,R,20.8,4,8,1,3,4,4,0,0,0,4,2,1,0,1,13
2014-2015 Regular Season,2/4/2015,Zach Randolph,PF,Memphis,Utah,R,33.5,6,14,1,1,5,6,4,7,11,4,3,0,1,0,18
2014-2015 Regular Season,2/4/2015,Marc Gasol,C,Memphis,Utah,R,32.9,9,18,0,0,5,5,1,5,6,4,2,0,1,1,23
2014-2015 Regular Season,2/4/2015,Courtney Lee,SG,Memphis,Utah,R,29.4,1,4,0,1,0,0,1,4,5,1,0,1,0,0,2
2014-2015 Regular Season,2/4/2015,Mike Conley,PG,Memphis,Utah,R,30.9,6,11,3,5,2,2,0,3,3,2,2,0,2,0,17
2014-2015 Regular Season,2/4/2015,Tony Allen,SG,Memphis,Utah,R,24.3,0,3,0,1,2,4,0,3,3,0,1,1,1,1,2
2014-2015 Regular Season,2/4/2015,Kosta Koufos,C,Memphis,Utah,R,18.9,5,10,0,0,0,0,5,1,6,0,3,1,1,1,10
2014-2015 Regular Season,2/4/2015,Beno Udrih,PG,Memphis,Utah,R,17.5,3,5,1,2,0,0,0,1,1,2,1,2,0,0,7
2014-2015 Regular Season,2/4/2015,Nick Calathes,SG,Memphis,Utah,R,21.1,3,4,0,0,0,1,0,1,1,7,3,1,2,0,6
2014-2015 Regular Season,2/4/2015,Jon Leuer,PF,Memphis,Utah,R,10.7,1,3,0,0,0,0,0,2,2,2,4,0,1,0,2
2014-2015 Regular Season,2/4/2015,Gordon Hayward,SF,Utah,Memphis,H,34,5,10,3,5,2,2,0,4,4,2,3,0,0,0,15
2014-2015 Regular Season,2/4/2015,Derrick Favors,PF,Utah,Memphis,H,29.6,4,7,0,0,3,3,1,4,5,1,2,0,2,0,11
2014-2015 Regular Season,2/4/2015,Enes Kanter,C,Utah,Memphis,H,31.2,8,18,0,1,0,0,3,7,10,1,3,0,1,0,16
2014-2015 Regular Season,2/4/2015,Joe Ingles,SF,Utah,Memphis,H,20.4,2,3,0,1,0,2,0,1,1,2,3,0,2,0,4
2014-2015 Regular Season,2/4/2015,Dante Exum,PG,Utah,Memphis,H,24.7,0,5,0,4,0,0,2,1,3,5,0,1,1,0,0
2014-2015 Regular Season,2/4/2015,Rudy Gobert,C,Utah,Memphis,H,24.8,2,5,0,0,4,8,3,3,6,0,3,2,0,2,8
2014-2015 Regular Season,2/4/2015,Trey Burke,PG,Utah,Memphis,H,30.7,7,13,3,8,4,4,0,3,3,4,1,1,3,0,21
2014-2015 Regular Season,2/4/2015,Elijah Millsap,SG,Utah,Memphis,H,17.4,2,5,0,2,3,5,0,4,4,0,3,1,1,0,7
2014-2015 Regular Season,2/4/2015,Trevor Booker,PF,Utah,Memphis,H,10.5,1,4,0,0,1,2,0,3,3,0,1,0,2,0,3
2014-2015 Regular Season,2/4/2015,Chris Johnson,SF,Utah,Memphis,H,16.9,2,3,1,2,0,0,0,1,1,0,0,1,0,0,5
2014-2015 Regular Season,2/4/2015,Chandler Parsons,SF,Dallas,Golden State,R,37.7,9,18,1,3,5,9,1,3,4,4,3,2,0,0,24
2014-2015 Regular Season,2/4/2015,Dirk Nowitzki,PF,Dallas,Golden State,R,29.7,4,15,1,4,6,6,2,1,3,2,3,0,2,0,15
2014-2015 Regular Season,2/4/2015,Tyson Chandler,C,Dallas,Golden State,R,33.8,8,9,0,0,5,6,6,11,17,1,2,2,1,0,21
2014-2015 Regular Season,2/4/2015,Monta Ellis,SG,Dallas,Golden State,R,38.5,7,19,0,4,0,0,0,2,2,3,1,1,2,0,14
2014-2015 Regular Season,2/4/2015,Jose Juan Barea,PG,Dallas,Golden State,R,28.5,3,10,2,4,2,2,0,4,4,5,1,0,1,0,10
2014-2015 Regular Season,2/4/2015,Al-Farouq Aminu,SF,Dallas,Golden State,R,24.7,5,9,1,2,1,1,4,3,7,2,4,2,0,1,12
2014-2015 Regular Season,2/4/2015,Devin Harris,PG,Dallas,Golden State,R,21.3,2,7,2,5,2,2,1,1,2,7,3,0,1,0,8
2014-2015 Regular Season,2/4/2015,Charlie Villanueva,PF,Dallas,Golden State,R,15.5,3,9,3,7,0,0,0,3,3,0,1,1,0,0,9
2014-2015 Regular Season,2/4/2015,Richard Jefferson,SF,Dallas,Golden State,R,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015 Regular Season,2/4/2015,Raymond Felton,PG,Dallas,Golden State,R,6.3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2014-2015 Regular Season,2/4/2015,Ricky Ledo,SG,Dallas,Golden State,R,1.4,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1
2014-2015 Regular Season,2/4/2015,Harrison Barnes,SF,Golden State,Dallas,H,30.4,4,5,1,1,3,4,1,5,6,3,1,0,2,0,12
2014-2015 Regular Season,2/4/2015,Draymond Green,SF,Golden State,Dallas,H,39.9,1,6,0,4,0,0,3,7,10,6,5,1,1,3,2
2014-2015 Regular Season,2/4/2015,Andrew Bogut,C,Golden State,Dallas,H,22.1,3,3,0,0,0,0,3,5,8,2,4,0,1,0,6
2014-2015 Regular Season,2/4/2015,Klay Thompson,SG,Golden State,Dallas,H,34,7,17,4,10,0,0,0,0,0,5,0,2,3,0,18
2014-2015 Regular Season,2/4/2015,Stephen Curry,PG,Golden State,Dallas,H,37,16,26,10,16,9,11,0,4,4,4,3,1,3,0,51
2014-2015 Regular Season,2/4/2015,Andre Iguodala,SG,Golden State,Dallas,H,29.6,3,7,1,3,0,0,1,6,7,5,2,1,0,1,7
2014-2015 Regular Season,2/4/2015,David Lee,PF,Golden State,Dallas,H,6.1,0,1,0,0,2,2,0,1,1,2,1,0,0,0,2
2014-2015 Regular Season,2/4/2015,Leandro Barbosa,SG,Golden State,Dallas,H,14,5,8,3,4,1,4,0,3,3,0,2,0,2,0,14
2014-2015 Regular Season,2/4/2015,Marreese Speights,PF,Golden State,Dallas,H,13.6,5,10,0,0,4,4,2,4,6,1,3,0,0,1,14
2014-2015 Regular Season,2/4/2015,Shaun Livingston,PG,Golden State,Dallas,H,13.4,1,3,0,0,0,0,0,1,1,1,1,0,1,0,2
2014-2015 Regular Season,2/5/2015,Paul Pierce,SF,Washington,Charlotte,R,30.3,7,13,2,4,3,4,0,2,2,2,3,0,1,1,19
2014-2015 Regular Season,2/5/2015,Nene,PF,Washington,Charlotte,R,28,5,10,0,0,1,2,1,4,5,0,4,0,3,2,11
2014-2015 Regular Season,2/5/2015,Marcin Gortat,C,Washington,Charlotte,R,30.1,2,10,0,0,4,4,2,5,7,0,3,0,1,2,8
2014-2015 Regular Season,2/5/2015,Bradley Beal,SG,Washington,Charlotte,R,11,0,5,0,0,1,2,1,2,3,0,0,0,0,0,1
2014-2015 Regular Season,2/5/2015,John Wall,PG,Washington,Charlotte,R,38.2,6,13,0,1,3,4,0,3,3,13,1,1,4,0,15
2014-2015 Regular Season,2/5/2015,Garrett Temple,SG,Washington,Charlotte,R,18,3,5,1,2,0,0,0,1,1,1,4,1,1,0,7
2014-2015 Regular Season,2/5/2015,Kris Humphries,PF,Washington,Charlotte,R,22.3,2,9,0,0,0,0,1,4,5,1,1,0,0,0,4
2014-2015 Regular Season,2/5/2015,DeJuan Blair,PF,Washington,Charlotte,R,15.4,2,5,0,0,0,0,2,3,5,1,3,0,2,0,4
2014-2015 Regular Season,2/5/2015,Otto Porter,SF,Washington,Charlotte,R,17.9,3,5,1,1,0,1,2,0,2,1,3,0,0,0,7
2014-2015 Regular Season,2/5/2015,Rasual Butler,SF,Washington,Charlotte,R,29,5,9,1,2,0,0,0,4,4,1,4,0,0,0,11
2014-2015 Regular Season,2/5/2015,Michael Kidd-Gilchrist,SF,Charlotte,Washington,H,22.1,2,4,0,0,7,8,2,4,6,2,2,0,2,0,11
2014-2015 Regular Season,2/5/2015,Cody Zeller,C,Charlotte,Washington,H,23.4,0,3,0,0,0,0,1,4,5,1,5,0,3,1,0
2014-2015 Regular Season,2/5/2015,Al Jefferson,C,Charlotte,Washington,H,26.9,3,12,0,0,2,4,3,7,10,1,3,1,0,3,8
2014-2015 Regular Season,2/5/2015,Gerald Henderson,SG,Charlotte,Washington,H,35.6,10,15,0,2,7,8,0,4,4,1,2,2,2,2,27
2014-2015 Regular Season,2/5/2015,Brian Roberts,PG,Charlotte,Washington,H,38,5,13,1,7,1,1,1,2,3,5,1,0,0,0,12
2014-2015 Regular Season,2/5/2015,Lance Stephenson,SG,Charlotte,Washington,H,28.2,4,11,3,8,0,0,0,2,2,4,3,0,3,0,11
2014-2015 Regular Season,2/5/2015,Marvin Williams,PF,Charlotte,Washington,H,25.1,3,7,2,5,0,0,2,6,8,0,1,1,2,2,8
2014-2015 Regular Season,2/5/2015,Jason Maxiell,PF,Charlotte,Washington,H,20.7,3,4,0,0,5,6,2,6,8,0,2,1,0,7,11
2014-2015 Regular Season,2/5/2015,Gary Neal,SG,Charlotte,Washington,H,20.1,3,7,0,3,0,0,1,3,4,1,0,0,2,0,6
2014-2015 Regular Season,2/5/2015,Matt Barnes,SF,LA Clippers,Cleveland,R,23.8,2,5,0,2,0,0,1,2,3,2,3,0,3,0,4
2014-2015 Regular Season,2/5/2015,Blake Griffin,PF,LA Clippers,Cleveland,R,26.6,7,17,0,0,2,3,3,5,8,4,3,0,1,0,16
2014-2015 Regular Season,2/5/2015,DeAndre Jordan,C,LA Clippers,Cleveland,R,27.5,3,4,0,0,2,4,5,9,14,0,3,0,1,1,8
2014-2015 Regular Season,2/5/2015,Jamal Crawford,SG,LA Clippers,Cleveland,R,30,6,14,1,6,0,0,0,0,0,1,2,1,3,0,13
2014-2015 Regular Season,2/5/2015,Chris Paul,PG,LA Clippers,Cleveland,R,27.5,4,14,1,4,1,2,0,2,2,9,3,1,0,0,10
2014-2015 Regular Season,2/5/2015,Austin Rivers,SG,LA Clippers,Cleveland,R,22.1,4,11,1,2,1,2,3,2,5,5,5,2,1,0,10
2014-2015 Regular Season,2/5/2015,Spencer Hawes,PF,LA Clippers,Cleveland,R,17.7,4,6,1,2,2,2,1,3,4,0,3,1,2,0,11
2014-2015 Regular Season,2/5/2015,Glen Davis,PF,LA Clippers,Cleveland,R,19.3,3,9,0,1,1,2,1,2,3,0,2,0,0,0,7
2014-2015 Regular Season,2/5/2015,Dahntay Jones,SF,LA Clippers,Cleveland,R,20.6,2,4,0,0,1,2,0,1,1,1,3,1,1,0,5
2014-2015 Regular Season,2/5/2015,Hedo Turkoglu,SF,LA Clippers,Cleveland,R,1.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-2015 Regular Season,2/5/2015,CJ Wilcox,SG,LA Clippers,Cleveland,R,16.8,2,6,1,5,1,1,0,1,1,1,1,1,0,0,6
2014-2015 Regular Season,2/5/2015,Ekpe Udoh,PF,LA Clippers,Cleveland,R,6.4,1,1,0,0,2,2,0,2,2,1,0,2,0,0,4
2014-2015 Regular Season,2/5/2015,LeBron James,SF,Cleveland,LA Clippers,H,27.8,8,14,1,2,6,7,0,3,3,9,0,1,2,0,23
2014-2015 Regular Season,2/5/2015,Kevin Love,PF,Cleveland,LA Clippers,H,28.7,6,14,2,6,10,12,0,9,9,3,2,0,3,0,24
2014-2015 Regular Season,2/5/2015,Timofey Mozgov,C,Cleveland,LA Clippers,H,28.4,5,7,0,0,2,6,4,5,9,2,2,0,3,1,12
2014-2015 Regular Season,2/5/2015,J.R. Smith,SG,Cleveland,LA Clippers,H,28.9,6,10,4,8,0,0,1,4,5,2,2,5,0,0,16
2014-2015 Regular Season,2/5/2015,Kyrie Irving,PG,Cleveland,LA Clippers,H,32,1,5,1,3,7,7,2,4,6,4,3,0,1,0,10
2014-2015 Regular Season,2/5/2015,Iman Shumpert,SG,Cleveland,LA Clippers,H,18.1,1,5,0,3,2,2,2,2,4,1,2,2,1,0,4
2014-2015 Regular Season,2/5/2015,Tristan Thompson,PF,Cleveland,LA Clippers,H,20.2,2,4,0,0,5,6,4,6,10,0,4,0,4,2,9
2014-2015 Regular Season,2/5/2015,Matthew Dellavedova,SG,Cleveland,LA Clippers,H,20.3,1,2,0,0,2,2,0,0,0,1,4,2,2,0,4
2014-2015 Regular Season,2/5/2015,Mike Miller,SF,Cleveland,LA Clippers,H,12.9,0,5,0,5,1,2,0,1,1,0,2,0,0,0,1
2014-2015 Regular Season,2/5/2015,Shawn Marion,SF,Cleveland,LA Clippers,H,12,1,3,0,1,0,0,1,3,4,1,0,0,0,1,2
2014-2015 Regular Season,2/5/2015,Brendan Haywood,C,Cleveland,LA Clippers,H,5.4,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
2014-2015 Regular Season,2/5/2015,James Jones,SF,Cleveland,LA Clippers,H,5.4,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0
2014-2015 Regular Season,2/5/2015,Chandler Parsons,SF,Dallas,Sacramento,R,25.4,2,9,2,4,0,0,0,3,3,4,1,1,2,0,6
2014-2015 Regular Season,2/5/2015,Al-Farouq Aminu,SF,Dallas,Sacramento,R,22.1,1,6,0,1,0,0,2,2,4,1,4,2,1,3,2
2014-2015 Regular Season,2/5/2015,Tyson Chandler,C,Dallas,Sacramento,R,29.5,7,9,0,0,2,3,2,14,16,1,1,1,1,0,16
2014-2015 Regular Season,2/5/2015,Monta Ellis,SG,Dallas,Sacramento,R,30.5,9,16,3,6,0,0,1,1,2,6,1,3,3,0,21
