DATA SET,DATE,PLAYER FULL NAME,POSITION,OWN TEAM,OPP TEAM,VENUE (R/H),MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS
2014-2015 Regular Season,2/5/2015,Jose Juan Barea,PG,Dallas,Sacramento,R,31.6,7,12,1,5,0,0,0,3,3,5,1,0,1,1,15
2014-2015 Regular Season,2/5/2015,Dwight Powell,PF,Dallas,Sacramento,R,4.4,2,5,0,0,0,0,0,1,1,0,2,1,0,0,4
2014-2015 Regular Season,2/5/2015,Greg Smith,PF,Dallas,Sacramento,R,13.4,0,1,0,0,0,0,0,2,2,1,2,0,0,0,0
2014-2015 Regular Season,2/5/2015,Charlie Villanueva,PF,Dallas,Sacramento,R,25.2,4,14,0,6,0,0,2,6,8,2,2,0,0,2,8
2014-2015 Regular Season,2/5/2015,Devin Harris,PG,Dallas,Sacramento,R,19.1,4,8,3,5,4,4,0,1,1,2,0,0,0,1,15
2014-2015 Regular Season,2/5/2015,Richard Jefferson,SF,Dallas,Sacramento,R,28.9,5,11,3,6,1,3,1,5,6,0,4,1,0,0,14
2014-2015 Regular Season,2/5/2015,Raymond Felton,PG,Dallas,Sacramento,R,6.3,0,3,0,0,0,0,0,1,1,3,1,0,0,0,0
2014-2015 Regular Season,2/5/2015,Ricky Ledo,SG,Dallas,Sacramento,R,3.7,0,2,0,1,0,0,0,1,1,0,0,0,1,0,0
2014-2015 Regular Season,2/5/2015,Rudy Gay,SF,Sacramento,Dallas,H,33.4,2,13,0,4,7,8,1,8,9,4,2,1,2,1,11
2014-2015 Regular Season,2/5/2015,Jason Thompson,PF,Sacramento,Dallas,H,18.1,0,1,0,0,0,0,0,3,3,0,1,1,0,1,0
2014-2015 Regular Season,2/5/2015,DeMarcus Cousins,C,Sacramento,Dallas,H,37.7,8,16,0,0,7,8,1,10,11,3,3,1,6,2,23
2014-2015 Regular Season,2/5/2015,Ben McLemore,SG,Sacramento,Dallas,H,24.1,2,9,1,7,0,0,0,3,3,2,2,0,1,0,5
2014-2015 Regular Season,2/5/2015,Darren Collison,PG,Sacramento,Dallas,H,14.5,3,3,0,0,0,0,0,1,1,0,2,0,3,0,6
2014-2015 Regular Season,2/5/2015,Nik Stauskas,SG,Sacramento,Dallas,H,23.5,1,10,1,6,0,0,1,3,4,1,0,1,2,0,3
2014-2015 Regular Season,2/5/2015,Ramon Sessions,PG,Sacramento,Dallas,H,18.6,3,4,0,0,1,2,0,0,0,2,2,0,0,0,7
2014-2015 Regular Season,2/5/2015,Derrick Williams,PF,Sacramento,Dallas,H,19.2,3,4,1,1,0,0,0,1,1,1,0,0,0,0,7
2014-2015 Regular Season,2/5/2015,Omri Casspi,SF,Sacramento,Dallas,H,13.7,2,3,0,0,1,1,1,4,5,0,2,0,1,0,5
2014-2015 Regular Season,2/5/2015,Carl Landry,PF,Sacramento,Dallas,H,9.8,1,3,0,0,1,3,2,1,3,0,3,0,2,1,3
2014-2015 Regular Season,2/5/2015,Ray McCallum,PG,Sacramento,Dallas,H,15.4,2,10,0,2,0,0,1,3,4,0,0,0,0,0,4
2014-2015 Regular Season,2/5/2015,Quincy Miller,PF,Sacramento,Dallas,H,6.3,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0
2014-2015 Regular Season,2/5/2015,Ryan Hollins,C,Sacramento,Dallas,H,5.9,2,2,0,0,0,0,0,4,4,0,0,0,0,2,4
2014-2015 Regular Season,2/5/2015,PJ Tucker,SF,Phoenix,Portland,R,31.5,2,7,2,3,0,0,0,3,3,2,5,5,1,0,6
2014-2015 Regular Season,2/5/2015,Markieff Morris,PF,Phoenix,Portland,R,36.7,8,19,1,4,1,3,2,6,8,1,1,0,3,0,18
2014-2015 Regular Season,2/5/2015,Alex Len,C,Phoenix,Portland,R,9.4,2,3,0,0,1,1,1,3,4,1,2,2,2,1,5
2014-2015 Regular Season,2/5/2015,Goran Dragic,SG,Phoenix,Portland,R,33.1,4,11,1,3,0,0,1,2,3,5,1,0,1,0,9
2014-2015 Regular Season,2/5/2015,Eric Bledsoe,PG,Phoenix,Portland,R,35.4,5,10,1,2,6,7,3,4,7,4,2,0,6,0,17
2014-2015 Regular Season,2/5/2015,Brandan Wright,PF,Phoenix,Portland,R,16.4,1,3,0,0,0,0,0,3,3,0,2,0,0,0,2
2014-2015 Regular Season,2/5/2015,Isaiah Thomas,PG,Phoenix,Portland,R,23.1,2,9,0,2,2,2,0,2,2,4,2,1,2,0,6
2014-2015 Regular Season,2/5/2015,Gerald Green,SG,Phoenix,Portland,R,16.9,4,11,1,6,0,0,0,4,4,1,1,0,0,0,9
2014-2015 Regular Season,2/5/2015,Marcus Morris,PF,Phoenix,Portland,R,14.7,4,8,0,2,0,0,2,2,4,2,3,0,0,0,8
2014-2015 Regular Season,2/5/2015,Miles Plumlee,C,Phoenix,Portland,R,17.1,0,4,0,0,1,2,2,2,4,0,1,2,0,1,1
2014-2015 Regular Season,2/5/2015,Zoran Dragic,SG,Phoenix,Portland,R,1.9,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2
2014-2015 Regular Season,2/5/2015,Reggie Bullock,SF,Phoenix,Portland,R,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015 Regular Season,2/5/2015,Archie Goodwin,SG,Phoenix,Portland,R,1.9,1,1,0,0,2,2,0,0,0,0,1,1,1,0,4
2014-2015 Regular Season,2/5/2015,Nicolas Batum,SF,Portland,Phoenix,H,35.7,6,13,2,6,6,6,1,3,4,7,1,1,2,0,20
2014-2015 Regular Season,2/5/2015,LaMarcus Aldridge,PF,Portland,Phoenix,H,34.8,7,18,0,2,5,6,3,10,13,1,3,1,4,2,19
2014-2015 Regular Season,2/5/2015,Robin Lopez,C,Portland,Phoenix,H,31,5,10,0,0,1,2,6,6,12,0,3,0,1,4,11
2014-2015 Regular Season,2/5/2015,Wesley Matthews,SG,Portland,Phoenix,H,31.7,5,15,2,8,2,2,0,8,8,3,1,0,1,0,14
2014-2015 Regular Season,2/5/2015,Damian Lillard,PG,Portland,Phoenix,H,32.6,6,15,0,5,1,2,1,3,4,3,0,2,2,1,13
2014-2015 Regular Season,2/5/2015,Meyers Leonard,C,Portland,Phoenix,H,23.8,3,5,0,1,2,2,2,6,8,0,1,0,2,0,8
2014-2015 Regular Season,2/5/2015,Steve Blake,PG,Portland,Phoenix,H,22.8,2,5,1,3,0,0,0,3,3,4,2,2,0,0,5
2014-2015 Regular Season,2/5/2015,CJ McCollum,SG,Portland,Phoenix,H,20.1,4,7,1,4,3,3,0,4,4,2,1,1,1,0,12
2014-2015 Regular Season,2/5/2015,Will Barton,SG,Portland,Phoenix,H,1.9,1,1,1,1,0,0,0,0,0,1,0,0,1,0,3
2014-2015 Regular Season,2/5/2015,Allen Crabbe,SG,Portland,Phoenix,H,1.9,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
2014-2015 Regular Season,2/5/2015,Thomas Robinson,PF,Portland,Phoenix,H,1.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-2015 Regular Season,2/5/2015,Victor Claver,SF,Portland,Phoenix,H,1.9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3
2014-2015 Regular Season,2/6/2015,Lou Amundson,PF,New York,Brooklyn,R,22.5,3,5,0,0,0,0,2,3,5,1,3,0,0,0,6
2014-2015 Regular Season,2/6/2015,Carmelo Anthony,SF,New York,Brooklyn,R,36.5,6,23,0,5,9,11,2,5,7,3,2,2,3,0,21
2014-2015 Regular Season,2/6/2015,Jason Smith,C,New York,Brooklyn,R,22.4,3,10,0,1,2,2,2,2,4,0,2,1,0,0,8
2014-2015 Regular Season,2/6/2015,Jose Calderon,PG,New York,Brooklyn,R,33.5,6,11,3,4,0,0,0,4,4,7,3,1,0,0,15
2014-2015 Regular Season,2/6/2015,Langston Galloway,PG,New York,Brooklyn,R,36,4,11,1,7,0,1,3,8,11,4,3,1,0,0,9
2014-2015 Regular Season,2/6/2015,Amar'e Stoudemire,PF,New York,Brooklyn,R,18,3,4,0,0,3,3,1,2,3,2,3,1,2,0,9
2014-2015 Regular Season,2/6/2015,Cole Aldrich,C,New York,Brooklyn,R,9.3,0,2,0,0,0,0,1,0,1,1,0,0,0,2,0
2014-2015 Regular Season,2/6/2015,Shane Larkin,PG,New York,Brooklyn,R,16.9,0,3,0,2,0,0,1,3,4,3,2,1,0,1,0
2014-2015 Regular Season,2/6/2015,Tim Hardaway Jr.,SG,New York,Brooklyn,R,15.5,2,7,2,5,0,0,0,0,0,0,1,0,0,0,6
2014-2015 Regular Season,2/6/2015,Lance Thomas,SF-PF,New York,Brooklyn,R,29.4,7,13,0,0,0,0,1,0,1,2,3,1,0,0,14
2014-2015 Regular Season,2/6/2015,Joe Johnson,SG,Brooklyn,New York,H,36,5,10,1,3,2,2,1,10,11,2,3,1,1,0,13
2014-2015 Regular Season,2/6/2015,Kevin Garnett,PF,Brooklyn,New York,H,22,6,10,0,0,0,0,1,8,9,2,3,0,1,3,12
2014-2015 Regular Season,2/6/2015,Mason Plumlee,C,Brooklyn,New York,H,17,1,4,0,0,3,4,1,5,6,1,1,0,1,0,5
2014-2015 Regular Season,2/6/2015,Alan Anderson,SG,Brooklyn,New York,H,33.3,3,5,1,3,0,1,0,4,4,2,5,0,1,0,7
2014-2015 Regular Season,2/6/2015,Jarrett Jack,PG,Brooklyn,New York,H,42.2,7,12,1,1,5,5,0,2,2,8,0,0,4,0,20
2014-2015 Regular Season,2/6/2015,Brook Lopez,C,Brooklyn,New York,H,32.9,11,18,0,0,0,2,5,4,9,2,3,0,3,6,22
2014-2015 Regular Season,2/6/2015,Deron Williams,PG,Brooklyn,New York,H,25.9,2,9,0,2,1,4,1,3,4,6,2,0,2,1,5
2014-2015 Regular Season,2/6/2015,Bojan Bogdanovic,SF,Brooklyn,New York,H,30.6,2,6,0,2,4,4,1,1,2,0,1,0,1,0,8
2014-2015 Regular Season,2/6/2015,Cory Jefferson,PF,Brooklyn,New York,H,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-2015 Regular Season,2/6/2015,LeBron James,SF,Cleveland,Indiana,R,38.6,10,21,0,4,5,8,0,6,6,5,3,2,7,1,25
2014-2015 Regular Season,2/6/2015,Kevin Love,PF,Cleveland,Indiana,R,33.7,2,8,1,4,0,0,0,8,8,2,4,0,0,0,5
2014-2015 Regular Season,2/6/2015,Timofey Mozgov,C,Cleveland,Indiana,R,31.8,5,9,0,0,3,4,5,4,9,2,3,0,3,0,13
2014-2015 Regular Season,2/6/2015,J.R. Smith,SG,Cleveland,Indiana,R,31.1,6,14,5,12,0,0,1,2,3,0,2,1,0,0,17
2014-2015 Regular Season,2/6/2015,Kyrie Irving,PG,Cleveland,Indiana,R,39.3,13,26,3,9,0,0,3,1,4,5,5,1,2,0,29
2014-2015 Regular Season,2/6/2015,Iman Shumpert,SG,Cleveland,Indiana,R,20,2,3,2,3,0,0,1,2,3,2,2,1,2,0,6
2014-2015 Regular Season,2/6/2015,Tristan Thompson,PF,Cleveland,Indiana,R,24,2,5,0,0,0,0,5,3,8,0,0,1,1,2,4
2014-2015 Regular Season,2/6/2015,Matthew Dellavedova,SG,Cleveland,Indiana,R,16,0,3,0,3,0,0,0,1,1,2,1,0,0,0,0
2014-2015 Regular Season,2/6/2015,Shawn Marion,SF,Cleveland,Indiana,R,5.6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2014-2015 Regular Season,2/6/2015,Solomon Hill,SF,Indiana,Cleveland,H,36.3,5,8,0,1,1,1,1,3,4,3,1,1,0,0,11
2014-2015 Regular Season,2/6/2015,David West,PF,Indiana,Cleveland,H,28.5,9,15,0,0,2,2,3,10,13,3,3,2,0,0,20
2014-2015 Regular Season,2/6/2015,Roy Hibbert,C,Indiana,Cleveland,H,39.9,5,12,0,0,0,0,2,6,8,0,2,0,2,1,10
2014-2015 Regular Season,2/6/2015,CJ Miles,SG,Indiana,Cleveland,H,32.1,8,16,4,10,6,8,0,4,4,3,1,2,1,0,26
2014-2015 Regular Season,2/6/2015,George Hill,PG,Indiana,Cleveland,H,26.4,3,8,2,3,12,15,2,1,3,7,2,1,4,1,20
2014-2015 Regular Season,2/6/2015,Luis Scola,PF,Indiana,Cleveland,H,21.6,3,7,0,1,0,0,1,5,6,2,1,1,0,0,6
2014-2015 Regular Season,2/6/2015,Rodney Stuckey,PG,Indiana,Cleveland,H,19.6,1,6,0,1,0,0,0,0,0,4,2,1,0,0,2
2014-2015 Regular Season,2/6/2015,CJ Watson,PG,Indiana,Cleveland,H,21.6,0,3,0,2,0,0,0,2,2,4,0,1,0,0,0
2014-2015 Regular Season,2/6/2015,Shayne Whittington,PF,Indiana,Cleveland,H,5.8,1,1,0,0,0,0,0,1,1,0,1,0,1,0,2
2014-2015 Regular Season,2/6/2015,Damjan Rudez,SF,Indiana,Cleveland,H,8.2,2,3,2,3,0,0,0,0,0,0,1,0,0,0,6
2014-2015 Regular Season,2/6/2015,Ryan Kelly,PF,LA Lakers,Orlando,R,33.5,6,14,5,6,3,3,1,4,5,3,3,2,0,1,20
2014-2015 Regular Season,2/6/2015,Tarik Black,PF,LA Lakers,Orlando,R,22.8,1,5,0,0,0,0,2,4,6,1,2,0,2,0,2
2014-2015 Regular Season,2/6/2015,Robert Sacre,C,LA Lakers,Orlando,R,32.4,4,12,0,0,2,2,2,4,6,3,1,1,0,2,10
2014-2015 Regular Season,2/6/2015,Wayne Ellington,SG,LA Lakers,Orlando,R,36.6,3,10,2,7,2,3,1,3,4,2,0,0,2,0,10
2014-2015 Regular Season,2/6/2015,Jordan Clarkson,PG,LA Lakers,Orlando,R,30.7,6,14,1,4,1,2,2,0,2,6,1,4,3,0,14
2014-2015 Regular Season,2/6/2015,Carlos Boozer,PF,LA Lakers,Orlando,R,18.5,7,13,0,0,0,1,2,1,3,2,3,2,2,0,14
2014-2015 Regular Season,2/6/2015,Ed Davis,PF,LA Lakers,Orlando,R,20.6,2,6,0,0,0,2,2,4,6,2,2,0,0,3,4
2014-2015 Regular Season,2/6/2015,Wesley Johnson,SF,LA Lakers,Orlando,R,31.3,4,9,1,4,0,0,3,6,9,2,0,1,3,1,9
2014-2015 Regular Season,2/6/2015,Jeremy Lin,PG,LA Lakers,Orlando,R,22.3,6,8,2,2,0,0,0,1,1,3,0,2,2,1,14
2014-2015 Regular Season,2/6/2015,Nick Young,SG,LA Lakers,Orlando,R,16.4,0,6,0,3,0,0,0,1,1,3,1,0,0,0,0
2014-2015 Regular Season,2/6/2015,Tobias Harris,SF,Orlando,LA Lakers,H,45.4,14,18,2,5,4,4,0,7,7,2,1,1,2,1,34
2014-2015 Regular Season,2/6/2015,Channing Frye,PF,Orlando,LA Lakers,H,17.1,3,6,1,4,0,0,1,1,2,2,0,0,2,0,7
2014-2015 Regular Season,2/6/2015,Nikola Vucevic,C,Orlando,LA Lakers,H,40.7,11,21,0,0,3,5,4,9,13,2,5,2,1,2,25
2014-2015 Regular Season,2/6/2015,Victor Oladipo,PG,Orlando,LA Lakers,H,36.9,5,14,0,1,2,2,3,8,11,5,1,2,4,1,12
2014-2015 Regular Season,2/6/2015,Elfrid Payton,PG,Orlando,LA Lakers,H,34.3,2,5,0,0,0,0,0,2,2,6,1,2,3,0,4
2014-2015 Regular Season,2/6/2015,Aaron Gordon,PF,Orlando,LA Lakers,H,23,3,6,0,1,1,1,1,1,2,2,1,0,1,0,7
2014-2015 Regular Season,2/6/2015,Luke Ridnour,PG,Orlando,LA Lakers,H,18.7,1,4,0,2,2,2,0,3,3,3,1,0,1,0,4
2014-2015 Regular Season,2/6/2015,Evan Fournier,SG,Orlando,LA Lakers,H,14.4,1,3,1,1,0,0,0,1,1,2,0,2,2,0,3
2014-2015 Regular Season,2/6/2015,Kyle O'Quinn,PF,Orlando,LA Lakers,H,12.3,1,2,0,0,0,0,1,2,3,1,1,0,1,1,2
2014-2015 Regular Season,2/6/2015,Willie Green,SG,Orlando,LA Lakers,H,22.2,2,4,1,1,0,0,0,4,4,1,2,0,1,1,5
2014-2015 Regular Season,2/6/2015,Matt Barnes,SF,LA Clippers,Toronto,R,29.3,3,8,1,5,2,4,1,6,7,0,5,0,0,0,9
2014-2015 Regular Season,2/6/2015,Blake Griffin,PF,LA Clippers,Toronto,R,35.7,9,15,0,0,8,9,2,4,6,9,1,1,1,1,26
2014-2015 Regular Season,2/6/2015,DeAndre Jordan,C,LA Clippers,Toronto,R,35.6,4,6,0,0,1,2,3,4,7,0,3,0,1,1,9
2014-2015 Regular Season,2/6/2015,Austin Rivers,SG,LA Clippers,Toronto,R,33.2,6,11,0,3,0,1,0,0,0,2,4,4,1,0,12
2014-2015 Regular Season,2/6/2015,Chris Paul,PG,LA Clippers,Toronto,R,39.8,8,16,2,5,4,4,0,6,6,9,2,2,3,0,22
2014-2015 Regular Season,2/6/2015,Jamal Crawford,SG,LA Clippers,Toronto,R,35.1,4,13,2,7,10,11,0,0,0,0,0,1,1,2,20
2014-2015 Regular Season,2/6/2015,Spencer Hawes,PF,LA Clippers,Toronto,R,16.3,4,5,1,2,0,0,1,1,2,0,5,0,1,0,9
2014-2015 Regular Season,2/6/2015,Dahntay Jones,SF,LA Clippers,Toronto,R,7.3,0,2,0,1,0,0,0,1,1,0,1,0,0,0,0
2014-2015 Regular Season,2/6/2015,Glen Davis,PF,LA Clippers,Toronto,R,4.5,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0
2014-2015 Regular Season,2/6/2015,CJ Wilcox,SG,LA Clippers,Toronto,R,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015 Regular Season,2/6/2015,DeMar DeRozan,SG,Toronto,LA Clippers,H,31.8,6,16,0,1,12,13,1,8,9,8,1,2,0,0,24
2014-2015 Regular Season,2/6/2015,Amir Johnson,PF,Toronto,LA Clippers,H,26.4,5,7,0,1,1,2,3,2,5,0,2,2,1,0,11
2014-2015 Regular Season,2/6/2015,Jonas Valanciunas,C,Toronto,LA Clippers,H,19.6,2,4,0,0,0,0,2,4,6,0,2,0,3,1,4
2014-2015 Regular Season,2/6/2015,Greivis Vasquez,PG,Toronto,LA Clippers,H,23.4,6,9,4,7,1,1,1,2,3,3,4,0,2,0,17
2014-2015 Regular Season,2/6/2015,Kyle Lowry,PG,Toronto,LA Clippers,H,38.1,6,9,3,6,6,6,0,1,1,1,2,1,1,0,21
2014-2015 Regular Season,2/6/2015,Lou Williams,SG,Toronto,LA Clippers,H,28.4,4,9,3,6,7,9,0,3,3,5,1,0,1,0,18
2014-2015 Regular Season,2/6/2015,Patrick Patterson,PF,Toronto,LA Clippers,H,27.5,4,9,3,6,0,0,2,3,5,1,3,0,0,0,11
2014-2015 Regular Season,2/6/2015,Terrence Ross,SF,Toronto,LA Clippers,H,20.6,0,4,0,3,1,4,0,4,4,4,4,0,2,0,1
2014-2015 Regular Season,2/6/2015,James Johnson,PF,Toronto,LA Clippers,H,18.9,7,7,0,0,2,2,1,4,5,3,0,2,1,0,16
2014-2015 Regular Season,2/6/2015,Greg Stiemsma,C,Toronto,LA Clippers,H,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015 Regular Season,2/6/2015,Landry Fields,SF,Toronto,LA Clippers,H,1.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015 Regular Season,2/6/2015,Tyler Hansbrough,PF,Toronto,LA Clippers,H,1.8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2014-2015 Regular Season,2/6/2015,Harrison Barnes,SF,Golden State,Atlanta,R,30.2,6,12,0,3,0,0,1,2,3,2,5,1,1,0,12
2014-2015 Regular Season,2/6/2015,Draymond Green,SF,Golden State,Atlanta,R,35.4,6,14,0,2,0,2,10,10,20,6,5,1,2,0,12
2014-2015 Regular Season,2/6/2015,Andrew Bogut,C,Golden State,Atlanta,R,22.1,2,4,0,0,1,2,1,6,7,1,2,0,4,3,5
2014-2015 Regular Season,2/6/2015,Klay Thompson,SG,Golden State,Atlanta,R,36.3,11,20,4,8,3,4,0,4,4,5,2,2,3,1,29
2014-2015 Regular Season,2/6/2015,Stephen Curry,PG,Golden State,Atlanta,R,36.2,8,19,4,9,6,7,0,2,2,9,3,2,1,2,26
2014-2015 Regular Season,2/6/2015,Leandro Barbosa,SG,Golden State,Atlanta,R,11.7,3,10,2,4,0,0,0,1,1,1,0,0,0,0,8
2014-2015 Regular Season,2/6/2015,Andre Iguodala,SG,Golden State,Atlanta,R,30.3,3,8,2,6,0,0,1,0,1,3,1,1,0,1,8
2014-2015 Regular Season,2/6/2015,Marreese Speights,PF,Golden State,Atlanta,R,13.4,3,8,0,1,0,0,0,5,5,0,3,0,1,0,6
2014-2015 Regular Season,2/6/2015,David Lee,PF,Golden State,Atlanta,R,12.6,2,4,0,0,0,0,3,1,4,1,3,0,1,0,4
2014-2015 Regular Season,2/6/2015,Shaun Livingston,PG,Golden State,Atlanta,R,11.8,3,4,0,0,0,0,3,1,4,3,0,0,1,0,6
2014-2015 Regular Season,2/6/2015,James Michael McAdoo,PF,Golden State,Atlanta,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015 Regular Season,2/6/2015,DeMarre Carroll,SF,Atlanta,Golden State,H,33.4,4,6,1,3,3,4,0,3,3,2,2,2,0,0,12
2014-2015 Regular Season,2/6/2015,Paul Millsap,PF,Atlanta,Golden State,H,34.3,6,10,0,2,9,12,2,2,4,3,3,3,2,1,21
2014-2015 Regular Season,2/6/2015,Al Horford,C,Atlanta,Golden State,H,27.9,4,10,0,1,4,4,1,13,14,6,5,1,3,0,12
2014-2015 Regular Season,2/6/2015,Kyle Korver,SG,Atlanta,Golden State,H,34.1,6,10,5,9,0,0,0,7,7,2,2,2,1,1,17
2014-2015 Regular Season,2/6/2015,Jeff Teague,PG,Atlanta,Golden State,H,32.3,5,15,2,4,11,11,1,2,3,7,0,3,2,2,23
2014-2015 Regular Season,2/6/2015,Pero Antic,PF,Atlanta,Golden State,H,16.9,0,4,0,1,2,2,0,0,0,0,2,0,3,0,2
2014-2015 Regular Season,2/6/2015,Kent Bazemore,SG,Atlanta,Golden State,H,26.6,4,6,3,3,0,0,0,5,5,1,3,1,0,0,11
2014-2015 Regular Season,2/6/2015,Dennis Schroder,PG,Atlanta,Golden State,H,17.6,4,9,1,1,0,0,0,0,0,7,2,1,1,0,9
2014-2015 Regular Season,2/6/2015,Mike Scott,PF,Atlanta,Golden State,H,17,5,7,3,3,4,4,0,2,2,0,0,0,1,0,17
2014-2015 Regular Season,2/6/2015,Robert Covington,SF,Philadelphia,Boston,R,33.3,6,13,3,8,1,1,0,6,6,1,3,0,2,0,16
2014-2015 Regular Season,2/6/2015,Luc Mbah a Moute,PF,Philadelphia,Boston,R,34.8,7,14,3,6,1,3,1,2,3,4,1,0,1,0,18
2014-2015 Regular Season,2/6/2015,Nerlens Noel,PF,Philadelphia,Boston,R,26.3,1,5,0,0,6,8,1,6,7,0,3,1,4,1,8
2014-2015 Regular Season,2/6/2015,JaKarr Sampson,SF,Philadelphia,Boston,R,12.8,2,4,0,1,1,3,0,1,1,1,3,0,1,1,5
2014-2015 Regular Season,2/6/2015,KJ McDaniels,SG,Philadelphia,Boston,R,23.1,5,9,1,3,4,5,1,2,3,1,1,1,3,0,15
2014-2015 Regular Season,2/6/2015,Tim Frazier,G,Philadelphia,Boston,R,34.6,2,9,0,1,1,5,1,4,5,11,4,2,2,0,5
2014-2015 Regular Season,2/6/2015,Hollis Thompson,SG,Philadelphia,Boston,R,37.6,6,11,4,5,0,0,2,6,8,2,2,1,1,0,16
2014-2015 Regular Season,2/6/2015,Henry Sims,C,Philadelphia,Boston,R,18.9,6,10,0,0,0,2,3,4,7,1,1,0,1,0,12
2014-2015 Regular Season,2/6/2015,Jerami Grant,SF,Philadelphia,Boston,R,18.6,0,4,0,1,1,4,2,2,4,1,1,1,2,1,1
2014-2015 Regular Season,2/6/2015,Evan Turner,SG,Boston,Philadelphia,H,28.2,2,6,0,2,2,2,0,8,8,6,2,0,2,0,6
2014-2015 Regular Season,2/6/2015,Jared Sullinger,PF,Boston,Philadelphia,H,30.4,9,18,1,5,3,3,2,6,8,7,4,2,1,1,22
2014-2015 Regular Season,2/6/2015,Brandon Bass,PF,Boston,Philadelphia,H,26.9,4,7,1,1,4,4,1,4,5,0,1,0,1,0,13
2014-2015 Regular Season,2/6/2015,Avery Bradley,SG,Boston,Philadelphia,H,29.6,7,15,3,4,1,2,0,3,3,1,2,1,0,0,18
2014-2015 Regular Season,2/6/2015,Marcus Smart,PG,Boston,Philadelphia,H,36.8,1,6,0,2,1,2,2,5,7,8,3,2,2,0,3
2014-2015 Regular Season,2/6/2015,Jae Crowder,SF,Boston,Philadelphia,H,30,4,6,1,2,2,4,0,6,6,1,3,2,1,0,11
2014-2015 Regular Season,2/6/2015,Tyler Zeller,C,Boston,Philadelphia,H,25.9,6,10,0,0,4,6,4,5,9,1,3,1,3,3,16
2014-2015 Regular Season,2/6/2015,Marcus Thornton,SG,Boston,Philadelphia,H,19.7,5,14,4,9,2,2,2,3,5,2,3,0,0,0,16
2014-2015 Regular Season,2/6/2015,James Young,SG,Boston,Philadelphia,H,11.6,0,3,0,2,0,0,0,2,2,1,2,0,0,0,0
2014-2015 Regular Season,2/6/2015,Phil Pressey,PG,Boston,Philadelphia,H,1.1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2
2014-2015 Regular Season,2/6/2015,Wilson Chandler,SF,Denver,Detroit,R,22.3,5,11,1,4,0,0,0,5,5,1,3,0,1,1,11
2014-2015 Regular Season,2/6/2015,Kenneth Faried,PF,Denver,Detroit,R,24.8,4,9,0,0,2,4,4,2,6,2,5,3,1,2,10
2014-2015 Regular Season,2/6/2015,Jusuf Nurkic,C,Denver,Detroit,R,26.3,1,10,0,0,4,6,4,9,13,1,1,1,0,1,6
2014-2015 Regular Season,2/6/2015,Arron Afflalo,SG,Denver,Detroit,R,22.7,3,7,0,2,0,0,0,1,1,1,2,0,1,1,6
2014-2015 Regular Season,2/6/2015,Ty Lawson,PG,Denver,Detroit,R,39,6,12,1,2,7,8,0,3,3,9,4,0,4,0,20
2014-2015 Regular Season,2/6/2015,Gary Harris,SG,Denver,Detroit,R,11.3,1,4,0,3,0,0,0,1,1,2,1,0,0,0,2
2014-2015 Regular Season,2/6/2015,Darrell Arthur,PF,Denver,Detroit,R,17.6,4,9,0,0,2,2,0,0,0,0,3,2,1,0,10
2014-2015 Regular Season,2/6/2015,Danilo Gallinari,SF,Denver,Detroit,R,29.7,4,10,2,6,2,2,1,5,6,3,1,0,1,0,12
2014-2015 Regular Season,2/6/2015,JJ Hickson,C,Denver,Detroit,R,14.5,3,5,0,0,0,0,1,4,5,1,0,0,1,0,6
2014-2015 Regular Season,2/6/2015,Erick Green,PG,Denver,Detroit,R,9,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
2014-2015 Regular Season,2/6/2015,Randy Foye,SG,Denver,Detroit,R,14,1,4,1,4,0,0,0,0,0,1,4,0,2,0,3
2014-2015 Regular Season,2/6/2015,Alonzo Gee,SF,Denver,Detroit,R,8.8,1,3,0,1,0,0,0,2,2,0,0,1,0,0,2
2014-2015 Regular Season,2/6/2015,Kyle Singler,SF,Detroit,Denver,H,28.1,1,7,0,5,0,0,0,3,3,2,1,0,0,0,2
2014-2015 Regular Season,2/6/2015,Greg Monroe,PF,Detroit,Denver,H,36.1,7,13,0,0,7,9,4,17,21,3,0,2,4,2,21
2014-2015 Regular Season,2/6/2015,Andre Drummond,C,Detroit,Denver,H,32.4,6,13,0,0,1,4,3,10,13,0,3,0,0,2,13
